Entity,Code,Year,Oil_cons_TWh,Gas_cons_TWh,Coal_cons_TWh
China,CHN,2011,5390.734,1351.6287,22140.643
China,CHN,2012,5654.3,1508.7759,22418.488
China,CHN,2013,5907.4697,1718.7854,22897.412
China,CHN,2014,6142.5166,1883.6313,22911.172
China,CHN,2015,6609.8955,1946.8953,22477.205
China,CHN,2016,6823.578,2094.411,22273.848
China,CHN,2017,7183.172,2412.522,22377.885
China,CHN,2018,7534.662,2839.26,22514.785
China,CHN,2019,7915.1777,3083.7686,22694.043
China,CHN,2020,7984.4526,3366.1726,22882.256
China,CHN,2021,8499.583,3786.944,23936.06
Colombia,COL,1965,46.04399,8.95125,23.42282
Colombia,COL,1966,52.47749,9.33625,23.42282
Colombia,COL,1967,52.93937,11.55,25.7023
Colombia,COL,1968,59.09286,11.771375,23.41119
Colombia,COL,1969,56.77012,12.854188,24.99287
Colombia,COL,1970,64.31149,12.49325,26.08609
Colombia,COL,1971,66.51805,13.0045,20.286291
Colombia,COL,1972,75.42734,15.88525,21.07748
Colombia,COL,1973,72.52904,16.46,21.465328
Colombia,COL,1974,80.37146,17.12575,25.95738
Colombia,COL,1975,80.83759,16.14225,26.384573
Colombia,COL,1976,85.24423,17.2045,25.805708
Colombia,COL,1977,85.51661,19.25475,26.454634
Colombia,COL,1978,87.30357,23.85075,26.73881
Colombia,COL,1979,92.58892,25.7215,26.971994
Colombia,COL,1980,88.41679,28.3715,28.287111
Colombia,COL,1981,90.58166,30.6345,28.820011
Colombia,COL,1982,92.93464,33.03125,30.008259
Colombia,COL,1983,96.128204,36.55975,33.074528
Colombia,COL,1984,95.60486,36.30575,34.43384
Colombia,COL,1985,99.25514,36.43225,35.51473
Colombia,COL,1986,98.311066,37.07075,35.068428
Colombia,COL,1987,103.508675,37.63625,44.094284
Colombia,COL,1988,108.91468,37.77825,35.17464
Colombia,COL,1989,111.8609,36.059,40.753387
Colombia,COL,1990,113.58745,37.4195,18.581999
Colombia,COL,1991,116.54474,38.5825,23.368856
Colombia,COL,1992,128.149,37.96575,39.08699
Colombia,COL,1993,136.24191,39.41675,40.98213
Colombia,COL,1994,140.64758,38.9965,46.908543
Colombia,COL,1995,148.11998,41.4725,41.97691
Colombia,COL,1996,152.96593,45.10275,32.54101
Colombia,COL,1997,156.24843,56.74,38.5406
Colombia,COL,1998,152.11597,65.88625,36.652992
Colombia,COL,1999,134.94142,56.909,29.272049
Colombia,COL,2000,132.17029,57.358074,31.437815
Colombia,COL,2001,123.978004,59.38993,30.95842
Colombia,COL,2002,121.93072,59.986816,25.461409
Colombia,COL,2003,126.77067,57.499798,28.224833
Colombia,COL,2004,126.76224,61.3482,24.698715
Colombia,COL,2005,131.65643,64.46344,15.562342
Colombia,COL,2006,127.921616,67.64682,44.330044
Colombia,COL,2007,126.22361,71.61634,39.03194
Colombia,COL,2008,136.54628,72.751144,51.6421
Colombia,COL,2009,134.38805,83.7932,47.500835
Colombia,COL,2010,141.13202,87.45138,55.90734
Colombia,COL,2011,145.1602,85.14971,45.266426
Colombia,COL,2012,157.8019,94.65897,54.560337
Colombia,COL,2013,155.97566,104.77255,58.69
Colombia,COL,2014,164.31091,113.84062,62.166916
Colombia,COL,2015,175.89514,112.117294,57.779972
Colombia,COL,2016,180.46985,120.68478,63.547035
Colombia,COL,2017,175.76743,118.30533,48.42814
Colombia,COL,2018,180.77998,127.299385,45.462593
Colombia,COL,2019,190.53104,128.70773,56.53693
Colombia,COL,2020,154.63206,131.22678,47.47986
Colombia,COL,2021,194.74504,126.2663,36.866676
Croatia,HRV,1990,54.275616,25.52275,9.403425
Croatia,HRV,1991,38.496254,23.636,5.287114
Croatia,HRV,1992,38.496254,24.5005,4.6473246
Croatia,HRV,1993,40.6735,25.8685,3.9496527
Croatia,HRV,1994,41.96201,24.339,2.4721892
Croatia,HRV,1995,46.489468,22.495,2.0324705
Croatia,HRV,1996,44.09095,25.20725,1.6641834
Croatia,HRV,1997,47.08819,26.12975,2.829114
Croatia,HRV,1998,53.074535,25.118,2.7048588
Croatia,HRV,1999,52.55279,25.4675,2.39899
Croatia,HRV,2000,46.74931,25.6955,5.0206594
Croatia,HRV,2001,47.907486,26.925,5.5889707
Croatia,HRV,2002,50.18211,27.567,6.793734
Croatia,HRV,2003,55.533672,27.40175,7.555883
Croatia,HRV,2004,52.103424,28.418333,8.023572
Croatia,HRV,2005,53.632507,27.48239,7.9511404
Croatia,HRV,2006,54.472057,27.179222,7.381305
Croatia,HRV,2007,55.770203,31.229944,8.01364
Croatia,HRV,2008,52.884552,30.27039,8.246868
Croatia,HRV,2009,51.64974,27.949888,5.893177
Croatia,HRV,2010,43.88788,30.614166,7.9398127
Croatia,HRV,2011,41.734566,29.891666,8.172657
Croatia,HRV,2012,37.400105,28.066055,7.3292146
Croatia,HRV,2013,35.977524,26.537945,7.8520527
Croatia,HRV,2014,37.66257,23.485712,7.5210743
Croatia,HRV,2015,39.127132,24.21231,7.0444655
Croatia,HRV,2016,39.293175,25.243534,7.5709324
Croatia,HRV,2017,42.001553,28.99667,4.5628443
Croatia,HRV,2018,40.695423,26.658367,4.248253
Croatia,HRV,2019,39.723515,27.981422,4.8999634
Croatia,HRV,2020,34.046947,29.368093,4.200651
Croatia,HRV,2021,37.24599,28.260244,4.9729533
Cyprus,CYP,1965,4.6802506,0,0
Cyprus,CYP,1966,5.3386326,0,0
Cyprus,CYP,1967,5.787255,0,0
Cyprus,CYP,1968,6.427252,0,0
Cyprus,CYP,1969,7.5897937,0,0
Cyprus,CYP,1970,8.004829,0,0
Cyprus,CYP,1971,9.548514,0,0
Cyprus,CYP,1972,10.737024,0,0
Cyprus,CYP,1973,11.51917,0,0
Cyprus,CYP,1974,10.213084,0,0
Cyprus,CYP,1975,8.53023,0,0
Cyprus,CYP,1976,8.673059,0,0
Cyprus,CYP,1977,9.796984,0,0
Cyprus,CYP,1978,10.044485,0,0
Cyprus,CYP,1979,10.192833,0,0
Cyprus,CYP,1980,10.278665,0,0
Cyprus,CYP,1981,9.856194,0,0
Cyprus,CYP,1982,11.813792,0,0
Cyprus,CYP,1983,12.430679,0,0
Cyprus,CYP,1984,12.612489,0,0
Cyprus,CYP,1985,12.483789,0,1.08159
Cyprus,CYP,1986,13.480528,0,0.66291
Cyprus,CYP,1987,15.873595,0,1.40723
Cyprus,CYP,1988,16.996016,0,0.84899
Cyprus,CYP,1989,17.556082,0,0.75595
Cyprus,CYP,1990,18.565105,0,0.70943
Cyprus,CYP,1991,18.988806,0,0.52335
Cyprus,CYP,1992,21.83139,0,0.96529
Cyprus,CYP,1993,22.876078,0,0.8141
Cyprus,CYP,1994,22.615881,0,1.11648
Cyprus,CYP,1995,23.986263,0,1.24441
Cyprus,CYP,1996,24.441818,0,1.163
Cyprus,CYP,1997,24.967743,0,0.88388
Cyprus,CYP,1998,27.283785,0,0.16282
Cyprus,CYP,1999,28.601559,0,0.27912
Cyprus,CYP,2000,29.842424,0,0.41868
Cyprus,CYP,2001,29.993263,0,0.61639
Cyprus,CYP,2002,29.674217,0,0.51172
Cyprus,CYP,2003,31.57658,0,0.51172
Cyprus,CYP,2004,30.714468,0,0.51172
Cyprus,CYP,2005,34.478428,0,0.51172
Cyprus,CYP,2006,34.056618,0,0.3509561
Cyprus,CYP,2007,34.647247,0,0.3187186
Cyprus,CYP,2008,35.382412,0,0.2606911
Cyprus,CYP,2009,34.592304,0,0.13818862
Cyprus,CYP,2010,33.503963,0,0.17042612
Cyprus,CYP,2011,32.946396,0,0.08016111
Cyprus,CYP,2012,30.689985,0,0.002777778
Cyprus,CYP,2013,27.186857,0,0.002777778
Cyprus,CYP,2014,27.26966,0,0.025777778
Cyprus,CYP,2015,27.930635,0,0.038685
Cyprus,CYP,2016,30.465368,0,0.005166667
Cyprus,CYP,2017,31.275581,0,0.034689166
Cyprus,CYP,2018,30.944675,0,0.15830112
Cyprus,CYP,2019,30.785168,0,0.19434862
Cyprus,CYP,2020,26.229921,0,0.16211778
Cyprus,CYP,2021,27.052002,,0.47995833
Czechia,CZE,1965,47.046886,4.2905,410.84137
Czechia,CZE,1966,51.94198,4.49025,409.63187
Czechia,CZE,1967,57.79913,5.39375,396.14105
Czechia,CZE,1968,63.84015,6.65125,410.06216
Czechia,CZE,1969,68.492935,7.294,426.20462
Czechia,CZE,1970,82.32865,8.0125,431.473
Czechia,CZE,1971,90.63971,9.955,449.5344
Czechia,CZE,1972,99.17102,10.8105,443.12625
Czechia,CZE,1973,111.49431,11.8725,433.6013
Czechia,CZE,1974,114.321106,14.47525,431.99634
Czechia,CZE,1975,126.14467,16.572,441.21893
Czechia,CZE,1976,133.33147,18.29625,449.82513
Czechia,CZE,1977,139.49129,20.793,459.54782
Czechia,CZE,1978,144.35347,23.299,461.33884
Czechia,CZE,1979,146.70984,26.14075,461.4784
Czechia,CZE,1980,136.44553,30.11125,447.18512
Czechia,CZE,1981,134.55257,30.2075,445.37085
Czechia,CZE,1982,123.243675,31.99775,448.82495
Czechia,CZE,1983,120.67317,37.54175,446.30124
Czechia,CZE,1984,128.27829,39.96025,454.70975
Czechia,CZE,1985,125.86781,49.0635,444.83588
Czechia,CZE,1986,120.88828,51.846,442.82388
Czechia,CZE,1987,121.37409,56.556,437.67178
Czechia,CZE,1988,116.66191,56.91625,442.80063
Czechia,CZE,1989,111.41667,58.73775,425.75104
Czechia,CZE,1990,100.62564,61.03075,345.94446
Czechia,CZE,1991,84.19088,58.88975,316.91354
Czechia,CZE,1992,80.68122,67.4505,295.92255
Czechia,CZE,1993,81.68363,68.93175,287.87988
Czechia,CZE,1994,84.47287,67.32975,272.46667
Czechia,CZE,1995,95.19518,76.19525,272.72382
Czechia,CZE,1996,99.6447,87.687,272.11865
Czechia,CZE,1997,95.02331,89.18875,255.68047
Czechia,CZE,1998,98.08545,89.38025,237.00223
Czechia,CZE,1999,97.63968,89.8605,215.9442
Czechia,CZE,2000,94.429085,87.22675,246.71696
Czechia,CZE,2001,99.91982,93.414,242.13039
Czechia,CZE,2002,96.75073,90.2725,237.63069
Czechia,CZE,2003,103.53132,91.20475,241.52182
Czechia,CZE,2004,114.085014,90.57325,241.88834
Czechia,CZE,2005,119.15711,89.591,233.69691
Czechia,CZE,2006,117.510414,88.31275,241.97527
Czechia,CZE,2007,116.69226,84.1855,241.51474
Czechia,CZE,2008,117.231865,83.42825,229.0496
Czechia,CZE,2009,113.17898,79.1335,211.57613
Czechia,CZE,2010,106.873436,93.84875,218.38116
Czechia,CZE,2011,108.28204,79.1905,214.98866
Czechia,CZE,2012,106.93589,79.7365,206.14917
Czechia,CZE,2013,102.03873,80.78675,196.5045
Czechia,CZE,2014,107.97658,71.898,190.43584
Czechia,CZE,2015,104.87653,75.3945,189.86116
Czechia,CZE,2016,98.47254,81.59975,191.2072
Czechia,CZE,2017,115.295975,83.74775,182.18321
Czechia,CZE,2018,116.11385,79.82825,180.92703
Czechia,CZE,2019,117.60352,83.2495,167.33055
Czechia,CZE,2020,102.48443,84.62375,145.36671
Czechia,CZE,2021,112.684265,90.69425,150.99843
Denmark,DNK,1965,123.12544,0,43.008904
Denmark,DNK,1966,140.2377,0,48.74482
Denmark,DNK,1967,148.31647,0,41.733093
Denmark,DNK,1968,161.21199,0,37.392776
Denmark,DNK,1969,193.82655,0,34.154984
Denmark,DNK,1970,215.59958,0,27.31887
Denmark,DNK,1971,212.84607,0,16.718124
Denmark,DNK,1972,225.19148,0,17.079819
Denmark,DNK,1973,208.22063,0,26.177967
Denmark,DNK,1974,188.51407,0,24.728868
Denmark,DNK,1975,186.3196,0,23.857782
Denmark,DNK,1976,198.24033,0,33.146664
Denmark,DNK,1977,197.98227,0,38.13012
Denmark,DNK,1978,197.52115,0,42.008724
Denmark,DNK,1979,188.93774,0,50.09739
Denmark,DNK,1980,161.33127,0,71.49775
Denmark,DNK,1981,151.96735,0,57.144005
Denmark,DNK,1982,130.91791,0,68.932175
Denmark,DNK,1983,123.85265,0.14595,65.83045
Denmark,DNK,1984,122.43611,1.178025,69.38574
Denmark,DNK,1985,126.177414,6.7137,84.56987
Denmark,DNK,1986,124.5112,11.9679,85.54563
Denmark,DNK,1987,114.68499,15.189225,83.970924
Denmark,DNK,1988,113.99847,18.525225,78.56763
Denmark,DNK,1989,109.763115,19.74495,64.56976
Denmark,DNK,1990,107.52145,21.048075,70.83368
Denmark,DNK,1991,109.08682,24.295815,96.074265
Denmark,DNK,1992,108.11384,25.546211,80.024864
Denmark,DNK,1993,113.18888,28.70732,83.944176
Denmark,DNK,1994,120.41808,32.078045,90.2709
Denmark,DNK,1995,125.37967,37.144203,75.46009
Denmark,DNK,1996,136.06866,43.754944,103.72332
Denmark,DNK,1997,131.27934,45.71891,77.10806
Denmark,DNK,1998,126.99976,49.29798,65.53156
Denmark,DNK,1999,126.04254,51.693676,55.052933
Denmark,DNK,2000,122.53468,51.019352,46.18273
Denmark,DNK,2001,117.52588,53.31487,48.81576
Denmark,DNK,2002,113.733505,53.817955,48.873913
Denmark,DNK,2003,109.98831,54.409176,66.68293
Denmark,DNK,2004,108.04399,54.15029,51.11385
Denmark,DNK,2005,109.07095,52.00558,43.126415
Denmark,DNK,2006,111.11346,52.982906,65.441734
Denmark,DNK,2007,111.778725,47.489613,54.10831
Denmark,DNK,2008,109.58575,47.7161,47.655033
Denmark,DNK,2009,98.55898,45.827923,46.883347
Denmark,DNK,2010,99.516716,51.839787,44.573666
Denmark,DNK,2011,96.32279,43.473644,37.6605
Denmark,DNK,2012,89.37507,40.602894,28.763184
Denmark,DNK,2013,89.025215,38.297825,37.63481
Denmark,DNK,2014,89.443436,32.894382,30.54403
Denmark,DNK,2015,90.43544,33.092525,20.100758
Denmark,DNK,2016,88.84346,33.652534,24.35453
Denmark,DNK,2017,88.06554,32.162132,18.219667
Denmark,DNK,2018,88.933716,31.209858,18.555912
Denmark,DNK,2019,89.164055,28.977777,10.576769
Denmark,DNK,2020,73.88601,23.225882,9.221047
Denmark,DNK,2021,74.18317,23.159172,12.841354
Eastern Africa (BP),,1965,69.25789,,21.080893
Eastern Africa (BP),,1966,72.56439,0.00925,24.5304
Eastern Africa (BP),,1967,77.321815,0.00925,24.770077
Eastern Africa (BP),,1968,79.79825,0.00925,26.105837
Eastern Africa (BP),,1969,87.98803,0.00925,25.32352
Eastern Africa (BP),,1970,91.68281,0.00925,28.672852
Eastern Africa (BP),,1971,99.45202,0.00925,29.232458
Eastern Africa (BP),,1972,101.72931,0.00925,27.27322
Eastern Africa (BP),,1973,107.327225,0.00925,29.954367
Eastern Africa (BP),,1974,106.238846,0.00925,27.579937
Eastern Africa (BP),,1975,103.34499,0.00925,25.063856
Eastern Africa (BP),,1976,106.06276,0.00925,33.091297
Eastern Africa (BP),,1977,107.49425,0.00925,26.9591
Eastern Africa (BP),,1978,105.92514,0.00925,26.370522
Eastern Africa (BP),,1979,107.04423,0.01,25.88784
Eastern Africa (BP),,1980,109.72057,0.0105,26.920055
Eastern Africa (BP),,1981,105.64275,0.01,25.28045
Eastern Africa (BP),,1982,100.805565,0.0105,24.409918
Eastern Africa (BP),,1983,106.132034,0.0105,27.031952
Eastern Africa (BP),,1984,104.87863,0.004,25.465956
Eastern Africa (BP),,1985,110.82313,0.00375,27.175692
Eastern Africa (BP),,1986,114.64076,0.0025,31.516434
Eastern Africa (BP),,1987,115.006096,0.001,37.38235
Eastern Africa (BP),,1988,126.43574,0.00175,37.635193
Eastern Africa (BP),,1989,130.03265,0.00125,37.01012
Eastern Africa (BP),,1990,131.73499,0.0015,52.23298
Eastern Africa (BP),,1991,130.75104,0.00125,42.960022
Eastern Africa (BP),,1992,130.89528,0.003,43.895397
Eastern Africa (BP),,1993,134.16205,0.00325,52.995552
Eastern Africa (BP),,1994,142.54854,0.00325,47.6296
Eastern Africa (BP),,1995,148.82176,0.005,46.15705
Eastern Africa (BP),,1996,149.3824,0.005,42.75656
Eastern Africa (BP),,1997,154.97601,0.00575,47.485214
Eastern Africa (BP),,1998,156.2725,0.013583333,44.971336
Eastern Africa (BP),,1999,166.87425,0.019444445,38.278286
Eastern Africa (BP),,2000,163.23866,0.023138888,35.46156
Eastern Africa (BP),,2001,172.667,0.021305555,37.54143
Eastern Africa (BP),,2002,172.91705,0.02625,35.592552
Eastern Africa (BP),,2003,181.06256,0.029565278,29.22123
Eastern Africa (BP),,2004,194.20786,1.2567403,35.768166
Eastern Africa (BP),,2005,202.97227,4.197484,32.95203
Eastern Africa (BP),,2006,214.32791,5.1934443,26.851059
Eastern Africa (BP),,2007,220.3398,5.789239,27.797733
Eastern Africa (BP),,2008,226.87949,6.154859,20.630276
Eastern Africa (BP),,2009,237.04819,7.269698,23.62418
Eastern Africa (BP),,2010,247.14363,8.438042,31.183228
Eastern Africa (BP),,2011,257.64587,9.550317,34.577377
Eastern Africa (BP),,2012,268.1449,10.991392,28.638752
Eastern Africa (BP),,2013,282.60754,11.424063,43.31849
Eastern Africa (BP),,2014,293.45883,12.551069,66.720764
Eastern Africa (BP),,2015,319.89462,16.266699,56.173344
Eastern Africa (BP),,2016,326.30035,20.498945,45.243607
Eastern Africa (BP),,2017,345.8464,20.234472,55.092857
Eastern Africa (BP),,2018,357.9215,21.006283,62.456253
Eastern Africa (BP),,2019,357.25345,23.993925,53.16425
Eastern Africa (BP),,2020,313.2207,23.027868,51.877274
Eastern Africa (BP),,2021,334.35657,26.693722,55.767544
Ecuador,ECU,1965,7.9206376,0,0
Ecuador,ECU,1966,8.26975,0,0
Ecuador,ECU,1967,8.931146,0,0
Ecuador,ECU,1968,10.672142,0,0
Ecuador,ECU,1969,11.293051,0,0
Ecuador,ECU,1970,12.877645,0.6978,0
Ecuador,ECU,1971,14.23248,0.6978,0
Ecuador,ECU,1972,14.631552,1.01181,0
Ecuador,ECU,1973,16.284168,0.5815,0
Ecuador,ECU,1974,18.546286,1.163,0
Ecuador,ECU,1975,18.147562,1.45375,0
Ecuador,ECU,1976,20.50994,1.32582,0
Ecuador,ECU,1977,25.594435,0.84899,0
Ecuador,ECU,1978,26.172731,0.87225,0
Ecuador,ECU,1979,27.873514,0.62802,0
Ecuador,ECU,1980,35.751175,0.48846,0
Ecuador,ECU,1981,39.96072,0.79084,0
Ecuador,ECU,1982,43.64244,1.02344,0
Ecuador,ECU,1983,39.98214,1.26767,0
Ecuador,ECU,1984,40.184887,1.82591,0
Ecuador,ECU,1985,49.411514,1.8608,0
Ecuador,ECU,1986,50.193226,1.84917,0
Ecuador,ECU,1987,50.630726,1.72124,0
Ecuador,ECU,1988,59.78883,2.01199,0
Ecuador,ECU,1989,62.205303,1.59331,0
Ecuador,ECU,1990,63.61657,2.61675,0.003194444
Ecuador,ECU,1991,71.21293,3.20988,0.006444444
Ecuador,ECU,1992,71.04642,3.22151,0.004638889
Ecuador,ECU,1993,71.340126,3.70997,0.000813889
Ecuador,ECU,1994,77.55587,3.34944,0.003972222
Ecuador,ECU,1995,76.32141,3.23314,0.003972222
Ecuador,ECU,1996,85.72029,3.43085,0.004944445
Ecuador,ECU,1997,97.765,3.12847,0.006277778
Ecuador,ECU,1998,98.40975,3.18662,0.009222223
Ecuador,ECU,1999,85.996635,3.00054,0.012027778
Ecuador,ECU,2000,78.33835,3.26803,0.016111111
Ecuador,ECU,2001,81.36387,3.32618,0.020833334
Ecuador,ECU,2002,80.800606,1.3242072,0.0225
Ecuador,ECU,2003,82.590965,2.3108556,0.8815003
Ecuador,ECU,2004,87.28777,5.378899,0.020972222
Ecuador,ECU,2005,95.141365,5.522699,0.0245
Ecuador,ECU,2006,100.8373,6.0344195,0.062975556
Ecuador,ECU,2007,102.50297,5.4683084,0.025138889
Ecuador,ECU,2008,105.60009,4.987915,0.28954723
Ecuador,ECU,2009,107.393166,5.8786893,0.06921278
Ecuador,ECU,2010,124.12673,6.1890225,0.115999445
Ecuador,ECU,2011,127.2955,5.6075635,0.108782776
Ecuador,ECU,2012,131.77362,7.489686,0.13059416
Ecuador,ECU,2013,139.62584,8.511818,0.14639612
Ecuador,ECU,2014,147.06836,8.72552,0.13852888
Ecuador,ECU,2015,142.66008,8.210332,0.14999388
Ecuador,ECU,2016,134.04097,8.8630905,0.08799222
Ecuador,ECU,2017,130.87363,8.23237,0.094677225
Ecuador,ECU,2018,141.70032,7.2747273,0.32408777
Ecuador,ECU,2019,137.31259,6.4958754,0.0995275
Ecuador,ECU,2020,110.47835,5.5182943,0.28073335
Ecuador,ECU,2021,136.74446,5.497367,0.5498481
Egypt,EGY,1965,81.39379,0.471625,4.68689
Egypt,EGY,1966,87.34,0.539,3.18662
Egypt,EGY,1967,71.32264,0.539,4.90786
Egypt,EGY,1968,74.59976,0.539,5.10557
Egypt,EGY,1969,55.378662,0.683375,5.51262
Egypt,EGY,1970,71.665924,0.818125,5.08231
Egypt,EGY,1971,74.0778,0.818125,4.170669
Egypt,EGY,1972,84.65239,0.683375,3.6906874
Egypt,EGY,1973,79.572014,0.548625,3.2146716
Egypt,EGY,1974,87.7604,0.5775,5.613138
Egypt,EGY,1975,97.01281,0.48125,6.708463
Egypt,EGY,1976,114.73853,3.6575,6.561646
Egypt,EGY,1977,122.636055,4.4275,7.4835796
Egypt,EGY,1978,126.69805,7.1225,7.169197
Egypt,EGY,1979,138.93947,10.78,7.9521403
Egypt,EGY,1980,155.29256,20.9825,6.4020824
Egypt,EGY,1981,179.15858,23.485,8.251322
Egypt,EGY,1982,203.74937,25.69875,8.526778
Egypt,EGY,1983,223.57405,30.12625,8.087851
Egypt,EGY,1984,241.74294,38.6925,8.201476
Egypt,EGY,1985,245.68802,47.45125,8.659639
Egypt,EGY,1986,246.40953,54.67,8.706916
Egypt,EGY,1987,260.4517,60.445,9.210786
Egypt,EGY,1988,259.0959,66.605,10.068685
Egypt,EGY,1989,268.61255,74.4975,10.304738
Egypt,EGY,1990,275.39038,77.67375,8.828415
Egypt,EGY,1991,270.62952,87.395,9.086647
Egypt,EGY,1992,259.82193,94.5175,9.30814
Egypt,EGY,1993,243.19084,108.66625,11.21232
Egypt,EGY,1994,253.93777,115.5,12.06716
Egypt,EGY,1995,275.37677,121.275,8.074232
Egypt,EGY,1996,291.0964,125.125,11.097346
Egypt,EGY,1997,307.3263,128.975,9.392376
Egypt,EGY,1998,323.41177,131.8625,9.240116
Egypt,EGY,1999,330.86063,157.85,8.399267
Egypt,EGY,2000,323.75937,192.5,10.1112385
Egypt,EGY,2001,305.73434,235.8125,8.8946705
Egypt,EGY,2002,304.1684,255.0625,9.542124
Egypt,EGY,2003,311.87805,285.8625,9.894048
Egypt,EGY,2004,328.39752,305.1125,10.112517
Egypt,EGY,2005,347.70404,304.15,9.894048
Egypt,EGY,2006,337.3307,351.3125,9.899572
Egypt,EGY,2007,364.28708,369.215,8.999108
Egypt,EGY,2008,385.61722,393.085,8.098236
Egypt,EGY,2009,403.6607,409.4475,7.1977835
Egypt,EGY,2010,415.5942,434.18375,5.396436
Egypt,EGY,2011,414.727,477.5925,5.126364
Egypt,EGY,2012,423.5356,506.37125,4.5418177
Egypt,EGY,2013,428.20206,495.01376,4.487145
Egypt,EGY,2014,449.20334,462.1875,4.52407
Egypt,EGY,2015,460.14914,460.1877,9.319224
Egypt,EGY,2016,475.50006,493.54114,14.169939
Egypt,EGY,2017,451.3589,559.34143,13.9517765
Egypt,EGY,2018,402.2581,595.9461,25.388884
Egypt,EGY,2019,380.19748,590.3863,22.940922
Egypt,EGY,2020,327.30728,583.08185,8.733375
Egypt,EGY,2021,355.35794,618.76666,14.113941
Estonia,EST,1985,40.446075,10.486234,67.5203
Estonia,EST,1986,40.01098,9.530359,68.341515
Estonia,EST,1987,40.409794,10.325344,68.93121
Estonia,EST,1988,40.758305,11.12033,65.754234
Estonia,EST,1989,42.034187,11.12033,68.07054
Estonia,EST,1990,41.343212,14.21525,72.01204
Estonia,EST,1991,36.42071,14.27375,66.03763
Estonia,EST,1992,19.574041,8.34525,53.468693
Estonia,EST,1993,20.748428,4.1365,42.702
Estonia,EST,1994,18.914959,5.94075,43.683094
Estonia,EST,1995,14.864138,6.7745,40.507942
Estonia,EST,1996,16.087318,7.471,42.438255
Estonia,EST,1997,15.796541,7.2595,41.94598
Estonia,EST,1998,15.860497,6.89,35.542328
Estonia,EST,1999,14.814796,6.6975,32.17135
Estonia,EST,2000,13.32906,7.69925,34.268295
Estonia,EST,2001,15.416941,8.2625,34.07139
Estonia,EST,2002,17.262798,6.9285,33.30796
Estonia,EST,2003,16.20338,7.90875,38.57416
Estonia,EST,2004,16.443972,9.008,38.464703
Estonia,EST,2005,16.752337,9.30025,38.0906
Estonia,EST,2006,17.505255,9.39875,36.38778
Estonia,EST,2007,18.683674,9.343,45.28836
Estonia,EST,2008,17.789972,8.961,40.48205
Estonia,EST,2009,15.987168,6.10725,34.96647
Estonia,EST,2010,16.479923,6.542,46.82532
Estonia,EST,2011,16.066845,5.85325,47.39325
Estonia,EST,2012,19.049244,6.343,43.544464
Estonia,EST,2013,18.806303,6.4535,48.425808
Estonia,EST,2014,17.413538,5.0655,47.36029
Estonia,EST,2015,17.381447,4.541,41.96262
Estonia,EST,2016,16.95469,4.98075,44.06444
Estonia,EST,2017,17.695032,4.8887925,50.30153
Estonia,EST,2018,17.47478,5.003573,49.14067
Estonia,EST,2019,15.588738,4.660554,35.80686
Estonia,EST,2020,16.428133,4.3005,29.262743
Estonia,EST,2021,17.034819,4.858348,34.122417
Europe,,1965,6933.4297,1595.9037,9511.277
Europe,,1966,7553.1426,1786.6346,9385.44
Europe,,1967,8203.193,2008.7861,9256.84
Europe,,1968,8936.365,2280.0083,9308.798
Europe,,1969,9826.947,2583.9653,9432.775
Europe,,1970,10877.076,2980.2356,9301.574
Europe,,1971,11434.073,3407.7761,9128.504
Europe,,1972,12275.271,3805.5903,9041.876
Europe,,1973,13148.836,4218.347,9165.502
Europe,,1974,12937.709,4606.6035,9130.07
Europe,,1975,12798.231,4989.5654,9112.683
Europe,,1976,13493.773,5461.0176,9350.6
Europe,,1977,13559.638,5792.3145,9406.34
Europe,,1978,14288.755,6109.8335,9481.177
Europe,,1979,14616.533,6470.533,9749.822
Europe,,1980,14167.721,6579.6167,9730.223
Europe,,1981,13576.339,6774.2754,9603.929
Europe,,1982,13103.451,7038.406,9685.924
Europe,,1983,12790.342,7458.569,9767.6875
Europe,,1984,12839.502,8014.574,9707.406
Europe,,1985,12087.632,7673.371,9429.62
Europe,,1986,12438.036,7815.6396,9419.216
Europe,,1987,12472.559,8216.1875,9503.838
Europe,,1988,12468.502,8473.38,9326.826
Europe,,1989,12485.897,8641.2295,9140.236
Europe,,1990,12604.494,9065.899,8624.07
Europe,,1991,12446.9375,9232.273,8048.179
Europe,,1992,11973.354,8846.302,7558.1587
Europe,,1993,11207.051,8842.119,7005.5435
Europe,,1994,10876.21,8438.882,6476.7725
Europe,,1995,10733.017,8537.651,6357.189
Europe,,1996,10565.2,9068.158,6163.8994
Europe,,1997,10620.1,8655.78,5895.8413
Europe,,1998,10740.864,8868.485,5670.36
Europe,,1999,10628.097,9048.178,5434.7964
Europe,,2000,10464.439,9259.316,5580.736
Europe,,2001,10656.62,9413.887,5552.1816
Europe,,2002,10553.809,9468.499,5544.8164
Europe,,2003,10666.917,9779.315,5715.4277
Europe,,2004,10724.002,10045.516,5570.4077
Europe,,2005,10793.979,10212.317,5399.342
Europe,,2006,10895.523,10348,5594.4307
Europe,,2007,10682.385,10317.612,5584.8164
Europe,,2008,10634.059,10332.942,5385.916
Europe,,2009,10115.405,9584.75,4794.5215
Europe,,2010,10068.5,10317.745,4956.0864
Europe,,2011,9965.852,9934.398,5147.8057
Europe,,2012,9708.623,9704.395,5267.5967
Europe,,2013,9501.008,9545.573,5085.5054
Europe,,2014,9421.045,8946.786,4729.881
